projectID,projectAcronym,organisationID,vatNumber,name,shortName,SME,activityType,street,postCode,city,country,nutsCode,geolocation,organizationURL,contactForm,contentUpdateDate,rcn,order,role,ecContribution,netEcContribution,totalCost,endOfParticipation
101096195,INFIMO,935207556,EE100556467,EESTI INFOTEHNOLOOGIA JA TELEKOMMUNIKATSIOONI LIIT,ITL,False,OTH,LOOTSA  2B,11415,TALLINN,EE,EE001,"59.4339351,24.748271615508955",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/935207556/101096195,2023-09-20 17:54:13,2924608,1,coordinator,140000.0,140000.0,0,False
101096195,INFIMO,882600576,,GEORGIAN ICT CLUSTER,,False,OTH,DIDUBI DISTRICT NODAR BOKHUA ST 4,,TBILISI,GE,GE,"41.6934591,44.8014495",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/882600576/101096195,2023-09-20 17:54:13,1984172,3,participant,115000.0,115000.0,0,False
101072248,Food-scalEUp,951845578,ESG27407212,ASOCIACION CLUSTER ALIMENTARIO DE GALICIA,CLUSAGA,False,OTH,EDIFICIO FEUGA OFC 21. RUA LOPE GOMEZ DE MARZOA S/N CAMPUS VIDA,15706,Santiago De Compostela,ES,ES111,"42.8804219,-8.5458608",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/951845578/101072248,2023-03-10 21:28:06,2900201,1,coordinator,101737.5,101737.5,0,False
101072248,Food-scalEUp,928145568,NL854887994B01,AGRIFOOD CAPITAL BV,.,True,PRC,ONDERWIJSBOULEVARD 225,5201AH,'S-Hertogenbosch,NL,NL413,"51.685742,5.2854763",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/928145568/101072248,2023-03-10 21:28:06,2592725,2,participant,223661.25,223661.25,0,False
101072248,Food-scalEUp,970814413,FR28345349849,TECHNOPOLE QUIMPER CORNOUAILLE,TQC,False,OTH,2 RUE FCOIS BRIANT DE LAUBRIERE,29000,Quimper,FR,FRH02,"47.9709224,-4.0938184",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/970814413/101072248,2023-03-10 21:28:06,1971702,8,thirdParty,0.0,24062.5,0,False
101072248,Food-scalEUp,888735341,FR35432789014,NORMANDIE INCUBATION,,False,OTH,75 ROUTE DE LYONS LA FORET,76000,Rouen,FR,FRD22,"49.4373012,1.1119856",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/888735341/101072248,2023-03-10 21:28:06,1976209,8,thirdParty,0.0,19437.5,0,False
101072248,Food-scalEUp,983728314,HU14198418,KDRIU KOZEP-DUNANTULI REGIONALIS INNOVACIOS UGYNOKSEG NONPROFIT KFT,CENTRAL TRANSDANUBIAN REGIONAL INNOVATION AGENCY NONPROFIT CTRIA,False,OTH,SEREGELYESI UTCA 113,8000,Szekesfehervar,HU,HU211,"47.1140704,18.5863322",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/983728314/101072248,2023-03-10 21:28:06,2517643,4,participant,86687.5,86687.5,0,False
101072248,Food-scalEUp,997817370,NL813807463B01,Stichting Food Valley,Foodvalley NL,False,OTH,BRONLAND 10 F,6708 WH,Wageningen,NL,NL221,"51.9742707,5.6480695",http://www.foodvalley.nl,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997817370/101072248,2023-03-10 21:28:06,1908186,6,participant,180700.19,180700.19,0,False
101072248,Food-scalEUp,922332455,FR34487722183,POLE EUROPEEN INNOVATION ALIMENTATION BIEN-ETRE NATURALITE,Innov'Alliance,False,OTH,100 RUE PIERRE BAYLE,84916,Avignon,FR,FRL06,"43.926263,4.8797068",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/922332455/101072248,2023-03-10 21:28:06,1971348,7,participant,87531.25,87531.25,0,False
101072248,Food-scalEUp,957092405,ESB71069876,CENTRO EUROPEO DE EMPRESAS E INNOVACION DE NAVARRA SL,CEIN,False,PRC,PLAZA CEIN 1 POLIGONO MOCHOLI,31110,Noain (Valle de Elorz),ES,ES220,"42.755023,-1.6379465",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/957092405/101072248,2023-03-10 21:28:06,2966426,3,participant,87312.5,87312.5,0,False
101072248,Food-scalEUp,954388142,FR16490006624,ASSOCIATION DU POLE DE COMPETIVITE VALORIAL,VALORIAL,False,OTH,8 RUE JULES MAILLARD DE LA GOURNERIE,35000,Rennes,FR,FRH03,"48.1151718,-1.7141108",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/954388142/101072248,2023-03-10 21:28:06,1976159,8,participant,129593.75,86093.75,0,False
101072248,Food-scalEUp,998511696,DE215696721,FOOD-PROCESSING INITIATIVE E. V,FPI,True,OTH,RITTERSTRASSE 19,33602,Bielefeld,DE,DEA41,"52.0225746,8.53055",http://www.foodprocessing.de,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998511696/101072248,2023-03-10 21:28:06,1953437,5,participant,96562.5,96562.5,0,False
101134907,Add4Kids,999565601,ESG62978689,FUNDACIO PRIVADA PER A LA RECERCA I LA DOCENCIA SANT JOAN DE DEU,FSJD-CERCA,False,REC,SANTA ROSA 39-4,08950,Esplugues De Llobregat,ES,ES511,"41.3776796,2.0899722",https://www.fsjd.org,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999565601/101134907,2023-11-21 10:11:11,2113591,1,coordinator,152500.0,118125.0,0,False
101134907,Add4Kids,883625963,ESG72675416,ASOCIACION EUROPEAN CHILDRENS HOSPITALS ORGANISATION ECHO,EUROPEAN CHILDRENS HOSPITALS ORGANISATION ECHO,False,OTH,PASEO SANT JOAN DE DEU 2,08950,ESPLUGUES DE LLOBREGAT,ES,ES511,"41.3842368,2.1017072",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/883625963/101134907,2023-11-21 10:11:11,1985219,7,participant,12500.0,12500.0,0,False
101134907,Add4Kids,997929890,ESR5800645C,HOSPITAL SANT JOAN DE DEU,HSJD,False,REC,PASEO SANT JOAN DE DEU 2,08950,Esplugues De Llobregat,ES,ES511,"41.3842368,2.1017072",http://www.hsjdbcn.org,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997929890/101134907,2023-11-21 10:11:11,2127579,1,thirdParty,0.0,34375.0,0,False
101134907,Add4Kids,902685493,ESB66845488,CARTAGO VENTURES SL,INVENIAM,True,PRC,AV DIAGONAL 580 PLANTA 4 PTA 2,08021,Barcelona,ES,ES511,"41.370449300000004,2.1500219563810696",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/902685493/101134907,2023-11-21 10:11:11,1963743,5,participant,49929.07,49929.07,0,False
101134907,Add4Kids,949799169,ESQ0801969G,AGENCIA DE QUALITAT I AVALUACIO SANITARIES DE CATALUNYA,AQUAS,False,OTH,CALLE ROC BORONAT 81 95 2 PISO,08005,Barcelona,ES,ES511,"41.3825596,2.1771353",http://www.aatrm.net,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/949799169/101134907,2023-11-21 10:11:11,1934022,3,participant,83750.0,83750.0,0,False
101134907,Add4Kids,890606180,DE308993820,EIT HEALTH EV,,False,OTH,MIES-VAN-DER-ROHE-STRASSE 1 C,80807,Munchen,DE,DE212,"48.17716115,11.590836696981079",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/890606180/101134907,2023-11-21 10:11:11,1971020,2,participant,109000.0,109000.0,0,False
101134907,Add4Kids,999516228,PL9521143675,INSTYTUT POMNIK CENTRUM ZDROWIA DZIECKA,,False,REC,Aleja Dzieci Polskich  20,04730,Warszawa,PL,PL911,"52.2071861,21.1912064",http://www.czd.pl,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999516228/101134907,2023-11-21 10:11:11,1909054,4,participant,50000.0,50000.0,0,False
101134907,Add4Kids,906160809,BE0693876830,SCIENSANO,Sciensano,False,REC,JULIETTE WYTSMANSTRAAT 14,1050,Elsene,BE,BE100,"50.82433,4.3817642",http://www.sciensano.be,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/906160809/101134907,2023-11-21 10:11:11,1946724,6,participant,50005.0,50005.0,0,False
101070806,SDG-INOV-ECOS,888991712,IL580335057,MATAN INVESTING IN THE COMMUNITY,,False,OTH,YAVETZ ST 33,65162,Tel Aviv,IL,IL,"32.0523573,34.7626219",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/888991712/101070806,2023-03-10 20:14:55,1976699,1,coordinator,155950.0,155950.0,0,False
101070806,SDG-INOV-ECOS,889093562,,SOCIAL IMPACT AGENDA PER L ITALIA,SIA,False,OTH,VIA BRUXELLES 59,00198,Roma,IT,ITI43,"44.0298459,12.6156351",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/889093562/101070806,2023-03-10 20:14:55,1976705,2,participant,65850.0,65850.0,0,False
101070806,SDG-INOV-ECOS,889869853,,FAIR FINANCER ACCOMPAGNER IMPACTER RASSEMBLER,FAIR,False,OTH,34 BIS RUE VIGNON,75009,Paris,FR,FR101,"48.8721795,2.3265878",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/889869853/101070806,2023-03-10 20:14:55,1976707,3,participant,65850.0,65850.0,0,False
101070806,SDG-INOV-ECOS,888767836,GB332211457,THE GLOBAL STEERING GROUP FOR IMPACT INVESTMENT,,False,OTH,"THIRD FLOOR, 20 OLD BAILEY",EC4M 7AN,London,UK,UKI31,"51.5073219,-0.1276474",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/888767836/101070806,2023-03-10 20:14:55,1976696,5,associatedPartner,,0.0,0,False
101070806,SDG-INOV-ECOS,888916731,PT514933879,"MAZE IMPACT, S.A.",,True,PRC,AVENIDA ESTADOS UNIDOS AMERICA 119 9 ESQ,1700-171,Lisboa,PT,PT,"38.7051749,-9.2306212",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/888916731/101070806,2023-03-10 20:14:55,1976708,4,participant,65850.0,65850.0,0,False
101070768,CAFEIN,902190502,,"CONFINDUSTRIA EMILIA AREA CENTRO, LE IMPRESE DI BOLOGNA, FERRARA E MODENA",Confindustria Emilia Area Centro,False,OTH,VIA SAN DOMENICO 4,40124,Bologna,IT,ITH55,"44.4885583,11.3457856",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/902190502/101070768,2023-03-10 21:34:00,1963665,2,participant,89600.0,89600.0,0,False
101070768,CAFEIN,886316549,PL5223002197,ZWIAZEK PRACODAWCOW KLASTRY POLSKIE,POLISH CLUSTERS ASSOCIATION,False,OTH,KSIECIA BOLESLAWA 1/3,01-452,Warsaw,PL,PL911,"53.9054819,19.9408729",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/886316549/101070768,2023-03-10 21:34:00,1975806,4,participant,59600.0,59600.0,0,False
101070768,CAFEIN,937668252,,ASSOCIATION FRANCAISE DES POLES DE COMPETITIVITE,THE FRENCH COMPETITIVENESS CLUSTERS ALLIANCE,False,OTH,17 RUE DE L'AMIRAL HAMELIN,75116,Paris,FR,FR101,"48.8670444,2.2920998",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/937668252/101070768,2023-03-10 21:34:00,2381458,1,coordinator,167600.0,167600.0,0,False
101070768,CAFEIN,888827588,SE802535868301,CLUSTERS OF SWEDEN,,True,OTH,MARTENSTORGET 10A,22351,Lund,SE,SE224,"55.7012513,13.1967693",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/888827588/101070768,2023-03-10 21:34:00,1975805,3,participant,83600.0,83600.0,0,False
101070768,CAFEIN,892076118,ESG10402733,FEDERACION NACIONAL DE AGRUPACIONESDE EMPRESAS INNOVADORAS Y CLUSTERS,CLUSTERS.ES,False,OTH,CALLE EDUARDO IBARRA 6,50009,Zaragoza,ES,ES243,"41.637031,-0.9028762",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/892076118/101070768,2023-03-10 21:34:00,1975807,5,participant,99600.0,99600.0,0,False
101095910,CRAFT,890069285,LV40008251825,IMPACT HUB BIEDRIBA,,True,OTH,STRAUTU IELA 4,3401,LIEPAJA,LV,LV003,"56.4998109,21.0121792",,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/890069285/101095910,2023-07-24 14:17:28,1989026,1,thirdParty,0.0,19005.0,0,False
