id,acronym,status,title,startDate,endDate,totalCost,ecMaxContribution,legalBasis,topics,ecSignatureDate,frameworkProgramme,masterCall,subCall,fundingScheme,objective,contentUpdateDate,rcn,grantDoi
101072092,ACCELERO,SIGNED,Accelerating Local Innovation Ecosystems in Europe,2022-09-01,2024-08-31,0,998750,HORIZON.3.2,HORIZON-EIE-2021-SCALEUP-01-01,2022-07-04,HORIZON,HORIZON-EIE-2021-SCALEUP-01,HORIZON-EIE-2021-SCALEUP-01,HORIZON-CSA,"Europe has been in the forefront for research and innovation, even though at different paces depending on specific location. In this context, ACCELERO – Accelerating Local Innovation Ecosystems in Europe aims at contributing to reverse the unbalanced business activity in Europe by increasing the attractiveness of (less advanced) ecosystems: making ‘modest’ and ‘moderate’ innovation ecosystems more attractive to local startups that will benefit from a strong local support and avoid relocation to EU hubs as well to international companies interested in setting up their businesses outside the established and well-known centres. It also aims at tapping into the potential of local ecosystems through co-designed programmes of activities proposed jointly by business acceleration entities located in less connected innovation ecosystems (‘modest’ and ‘moderate’) and innovation hubs (‘strong innovators’ and innovation leaders’), to improve the quality of business acceleration services, their network outreach and scale-up support. ACCELERO has the ambition of creating a pan-European community of business support organisations (BSOs) as the one-stop shop for all BSOs and its “customers”, the startups and SMEs, as well as for peer-to-peer exchange, networking and connectedness for all stakeholders engaged in the broader innovation ecosystem. This will be achieved with an initial ACCELERO extended community apart from consortium members to co-create and pilot-test high-quality business acceleration services with European BSOs from emerging and moderate innovators together with experts from strong and leader innovation regions or Member States, followed by the launch of the community inside Euroquity platform.",2023-03-10 21:29:36,240117,10.3030/101072092
101113669,Pinova WTS Startup,CLOSED,"Commercialization Pinova, a welfare technology start-up",2023-06-01,2024-02-29,0,75000,HORIZON.3.2,HORIZON-EIE-2022-SCALEUP-02-02,2023-05-26,HORIZON,HORIZON-EIE-2022-SCALEUP-02,HORIZON-EIE-2022-SCALEUP-02,HORIZON-CSA,"""Our innovation addresses the societal challenge and market opportunity the ageing of the European population represents. Our innovation makes it possible to continue live safely at home for an extended period, despite age-related functional and mental impairment (UN Sustainable Development Goal #3).Using a non-intrusive system of sensors, algorithms, and artificial intelligence we identify incidents in elderly’s homes. With activity out-of-the-ordinary their loved ones automatically get alerted by a digital generated phone call, explaining the incident. Our innovation is user friendly; no alarm button, application or video surveillance is necessary. We want to penetrate the consumer marked with affordable welfare technology solutions. We are disrupting the industry with deep tech innovations and by using easily accessible sensor technology in a rapid growing market.  The current stage of our innovation is testing the beta-version in private homes. After the test period the greatest challenge for our startup and innovation is commercialization and market growth. By participating in The Woman Tech EU program, we aim at bringing our startup closer to commercialization, making proof of concept, product-marked-fit and go-to-market-strategy. The program will be a valued partner pursuing our goals. We believe that mentors from the program will be an important contribution in knowhow of business development. The opportunity to build an international network of experienced mentors and founders will both be inspirational and important. This program will also give us the opportunity to speed up activities.I’m an experienceI’m an experienced top-level manager, especially within organizational development, operations, and corporate finance, all at a national business level. Consequently, coaching and mentoring in marketing, growth strategy, and business development into international market would be of utmost value to me personally, and of great importance for Pinova.  """,2023-06-28 17:05:53,251252,10.3030/101113669
101134912,EMPOWEREDbyNEIA,SIGNED,Ecosystems Mapping and Planning through Open dialogue for Wider cooperation across EU Regions based on the Entrepreneurial Discovery,2024-01-01,2024-12-31,0,"499891,67",HORIZON.3.2,HORIZON-EIE-2023-CONNECT-01-02,2023-11-15,HORIZON,HORIZON-EIE-2023-CONNECT-01,HORIZON-EIE-2023-CONNECT-01,HORIZON-CSA,"EMPOWERED by NEIA brings together a team of stakeholders from 7 EU countries (2 Regional Innovation/Development Agencies and 5 Business Support Organizations - incubators and accelerators) with he ambition to engage in a process of peer mutual learning and cooperation and support Clean Tech for Sustainable Development. Based on an in-depth analysis of strengths, weaknesses, challenges and gaps in the ecosystems they represent, the EMPOWERED by NEIA team members strive to bring together the members of the innovation ecosystems they represent as active stakeholders in bottom-up policy-making activities tailored to their needs. Through an Entrepreneurial Discovery process, we aim to stimulate a participative process that will allow to identify the best innovation opportunities in each ecosystem and align them with the ones of the peers. The results of the Entrepreneurial Discovery run locally by each partner will represent the foundation of Action Plans, elaborated according to the European Entrepreneurial Region approach, to strengthen the collaboration between the Regional European Innovation Ecosystems. These plans will be back up with collaboration and project ideas for which public and private funding will be sought. Through the involvement of the EMPOWERED by NEIA consortium partners in landmark initiatives such as the European Association of Development Agencies (EURADA), the Vanguard Initiative or the activities of the European Entrepreneurial Region initiative, we will connect with external peers to expand the learning and cooperation process, disseminate our activities and increase their impacts.",2023-11-21 16:53:14,258330,10.3030/101134912
101086099,GN5-IC1,SIGNED,GÉANT Horizon Europe GN5-IC1,2022-12-01,2026-05-31,"18565826,25",15000000,HORIZON.1.3,HORIZON-INFRA-2021-NET-01-SGA-2,2022-09-26,HORIZON,HORIZON-INFRA-2021-NET-01-SGA-2,HORIZON-INFRA-2021-NET-01-SGA-2,HORIZON-RIA,"Under the new 72-month GN5 Framework Partnership Agreement in Horizon Europe (GN5-FPA), this proposal responds to Horizon Europe Call HORIZON-INFRA-2021-NET-01-SGA-2 (Work Programme ’21-22 Other Actions: 2. SGA for investments on International connectivity and collaboration), received 1 February 2022.  GN5-IC1 sets out a new plan and implementation for the first phase of a new intercontinental connectivity investment programme, meeting the huge growth in network capacity demands and leading the network through a paradigm shift in the digital science and computational infrastructures in the next 10 to 15 years. It builds on the successful and relevant experience in planning and procuring and introducing into operation direct intercontinental links, such as BELLA S1, as well as a number of other existing bilateral and reciprocal arrangements for operational links negotiated with other intercontinental partners. This project will help ensure sufficient capacity is put in place through procurements and implementations of links during the project term or through setting a roadmap for future investments beyond this timeframe.The GÉANT Consortium has a long established and successful track record in securing long-term intercontinental network connectivity, interconnecting with an increasing number of gateways in the network, in co-ordination with global peers. Applying proven skills and expertise, GÉANT is well placed to maximise the value of the links to be procured, with innovative contracts and to secure reciprocal global peering contributions to increase the impact of the resources available in GN5-IC1.",2022-10-06 18:01:17,242342,10.3030/101086099
101071418,NAVALGO,CLOSED,Business Intelligence Engine for Things in Motion,2022-06-01,2023-01-31,0,75000,HORIZON.3.2,HORIZON-EIE-2021-SCALEUP-01-03,2022-05-24,HORIZON,HORIZON-EIE-2021-SCALEUP-01,HORIZON-EIE-2021-SCALEUP-01,HORIZON-CSA,"NavAlgo is building a Business Intelligence engine for Things in Motion. Tailored for transport & logistics, it allows users to extract valuable insights from the growing amounts of spatio-temporal data that is being generated (from IoT devices but not only), to improve operations, reduce costs, & meet the challenges of the digital & sustainability transitions.The solution - a horizontal B2B cloud-native application - enables companies to: face the data deluge they experience & to make a strategic use of their data with a very short time-to-market, by turning raw (unqueriable, often inconsistent) data on assets’ movement & transport parameters into a reliable vision of their process;focus their attention on actionable insights related to their supply chain processes, covering anomaly detection, forecasts, and risks of delay or damage. The solution responds to the growing Business Intelligence needs of companies working with sources of Complex Data - with a special focus on data originating from moving assets (including their location). It is a complete technology stack, which - upon deployment - is meant to be accessible to users without technical skills (e.g. sales / business teams). The solution allows clients to retain full control of their data. Its main societal and economic impact lies in helping to achieve more resilient, optimized and environmentally friendly supply chains. NavAlgo is a women-led company (both the CEO and COO identify as women). A deeptech project whose development started in early 2020, this application aims to reinforce aspects of go-to-market, including IP strategy, customer validation for the primary vertical (transport & logistics), market analysis for further verticals, as well as input to the funding strategy.",2022-08-16 18:02:42,239564,10.3030/101071418
101113295,Multi4,CLOSED,Multi4 - the first surgical instrument for bladder cancer treatment through a 20-minute outpatient procedure,2023-08-01,2024-07-31,0,75000,HORIZON.3.2,HORIZON-EIE-2022-SCALEUP-02-02,2023-06-01,HORIZON,HORIZON-EIE-2022-SCALEUP-02,HORIZON-EIE-2022-SCALEUP-02,HORIZON-CSA,"Bladder Cancer (BC) is the 5th most common cancer in Europe with the incidence of 175.000 cases annually and has the highest lifetime treatment cost of all cancers. At the diagnostic step, a cystoscope is used. Usually, no biopsies are taken as there are no efficient methods to do so in the outpatient care. If the patient has suspected cancer seen on the monitor, they are scheduled for a surgery.  At the surgery step, the biopsies are taken and the cancer is removed using a resectoscope. The procedure is difficult to perform. The instrument used is hard (metal, up to 12 mm in diameter) and inflexible (can damage the urethra). There is a high risk of cancer reseeding elsewhere in the bladder. Up to 75 % of BC patients relapse within 5 years. The related costs in the EU are estimated at € 5 billion annually. No development has taken place since the 1960 when the existing instruments were developed.We have developed and patented the first medical device (called Multi4) which allows for local treatment of BC through flexible cystoscopy during one visit to the urologist. The instrument has 4 functions:  1. Inject local anaesthesia through a thin needle 2. Pieces of the cancer are cut by the specially coated forceps. Bleeding is stopped immediately.3. The cancer tissue is automatically transported out through the instrument itself. 4. When the forceps are closed, they become a burning electrode used to burn the surface where the cancer was located and ensure that all cancer cells have been killed.With the Multi4 platform, the patient can have their cancer treated at the first visit to the urologist. The procedure takes 20 minutes. This technology can thus disrupt the existing healthcare pathways where BC is treated through expensive and complicated surgeries.The proposed project will develop a go-to-market strategy for this ground-breaking deep tech innovation and empower the female founder to scale the company.",2023-06-28 16:59:10,251122,10.3030/101113295
101113904,Navari,CLOSED,"Pre-clinical study, continued technology development & health economic analysis for Navari Surgical AB",2023-07-01,2024-01-31,0,75000,HORIZON.3.2,HORIZON-EIE-2022-SCALEUP-02-02,2023-06-05,HORIZON,HORIZON-EIE-2022-SCALEUP-02,HORIZON-EIE-2022-SCALEUP-02,HORIZON-CSA,"Cancer is one of our times most threatening diseases, killing more than 10 million people each year. Approximately 60% of all cancer patients will need some type of surgery, where minimal invasive surgery is commonly known as the best type of procedure from the patients perspective, where recovery time and infections can be kept to a minimum.Despite proven benefits from a patient’s perspective, the utilization of minimal invasive cancer surgery remains relatively low. Limited visualization with large challenges in identifying the cancer tumors position are a strongly contributing factor. The limited view from the surgical camera makes it challenging for the surgeon to navigate along the surgery procedure, not to mention removing the tumor with precise margins.Navari aims to revolutionize todays minimal invasive cancer surgery, by developing a technology increasing the visualization aspect during this type of procedure. By utilizing augmented reality, Navari’s innovation can present the surgeon with an AR-projection, showing the cancer tumor and its exact position inside the organ. The projection of the cancer tumor is shown as an integrated part of the video feed from the surgical camera, enabling live-streamed navigation assistance along the full procedure. In short terms, our innovation enables surgeons to locate and remove the tumor in the safest and most precise way possible. In this project, we aim to design and perform a pre-clinical study, realizing our next value enhancing milestone, giving us the validation needed for the innovation to enter future clinical studies. With the data given from the pre-clinical study, the business model could be validated further, where a health economic analysis could be performed measuring the social sustainability impact of our innovation. The outcomes from the study, would enable further product optimization from a technical perspective, as well as strengthening our communication towards investors.",2023-07-24 18:09:46,254812,10.3030/101113904
101134321,PREPARE,SIGNED,An EU-wide springboard for regional implementation of innovation procurement,2023-12-01,2024-12-31,0,"675264,61",HORIZON.3.2,HORIZON-EIE-2023-CONNECT-01-02,2023-11-23,HORIZON,HORIZON-EIE-2023-CONNECT-01,HORIZON-EIE-2023-CONNECT-01,HORIZON-CSA,"This project is a preparatory action for creating innovation procurement policies and instruments that can be effective and sustainable at regional level, but also relevant at European level. The preparatory work will be achieved by using four European regions that cover the full range of innovation performances defined by the EC’s Regional Innovation Scoreboard as development sites: Murcia (ES), Skåne (SE), Bucharest-Ilfov (RO) and Oulu (FI).During the project, the project consortium will:1.Gather information from i) regional public bodies in charge of innovation policies and funding instruments, and ii) innovation ecosystem players, which propose and execute projects, using state of the art learnings and best practices.2.Analyse this information to produce a Joint Programme and four regional Action Plans to incorporate innovation procurement to each region’s policy and increase its impact by leveraging EU initiatives and funding.The PREPARE consortium will produce and widely disseminate added-value results, including a knowledge asset on the state of the art of innovation procurement and policy recommendations. Exploitation initiatives will deliver capacity building, policy promotion at EU, national and regional level and the engagement of a network of EU regions interested in leveraging public procurement instruments to foster impactful innovation.",2024-01-17 13:59:52,259534,10.3030/101134321
101124525,ResearchData4Society,CLOSED,THE POTENTIAL OF RESEARCH DATA – HOW RESEARCH INFRASTRUCTURES PROVIDE NEW OPPORTUNITIES AND BENEFITS FOR SOCIETY HIGH-LEVEL PRESIDENCY CONFERENCE ON RESEARCH INFRASTRUCTURES,2023-05-01,2023-12-31,100000,100000,HORIZON.1.3,HORIZON-INFRA-2023-SE-CONF-ART195-IBA,2023-05-17,HORIZON,HORIZON-INFRA-2023-SE-CONF-ART195-IBA,HORIZON-INFRA-2023-SE-CONF-ART195-IBA,HORIZON-CSA,"Europe has one of the most advanced and integrated research infrastructure systems in the world. During the last years, Europe has invested large sums in research infrastructures, i.e., state-of-the-art experimental facilities to reinforce Europe’s research and innovation system by providing research communities with unique expertise, instruments, technical resources, data, and services. This facilitates the performance of cutting-edge basic and applied research, boosting of technological advancements and breakthrough innovations. They also bring benefits to industries and SME’s. Research infrastructures provide knowledge-based solutions to societal challenges and aids in the delivery of the EU’s green and digital transitions. Research infrastructures is a top priority for the current trio of French, Czech, and the Swedish presidencies of the European Council. The objectives of the Swedish presidency conference on research infrastructures are:•Making research infrastructures more visible by directing towards the capabilities of reusable and open data for research and societal benefits sensu lato.•Identifying challenges and means to face them by increased collaboration between sectors and stakeholders.•Accelerating the creation of values from research infrastructures by further developing and strengthening the work with reusable and open data for producers and consumers.The conference is arranged in Lund, a high impact research and research infrastructure hub, bringing together 250 people from a range of sectors from different levels that benefit from research infrastructures and open data and science to discuss relevant topics. The values foreseen after the conference are further strengthening of research infrastructures and facilitation of broader success to them, aid of future funding of these facilities, increased trust in science, and contribution to the competitiveness of European society and economy.",2023-10-04 12:11:01,257096,10.3030/101124525
101070749,RAISE,CLOSED,Regions’ Alliances for Interconnected Startup Ecosystems,2022-06-01,2024-05-31,0,498625,HORIZON.3.2,HORIZON-EIE-2021-CONNECT-01-01,2022-05-24,HORIZON,HORIZON-EIE-2021-CONNECT-01,HORIZON-EIE-2021-CONNECT-01,HORIZON-CSA,"The main goal of RAISE is to contribute to the development of a new and sustainable integrated support framework to foster startup growth and scale-up within and across Europe in all its dimensions, from initial funding, research support to public incentives and internationalization. This will result in promoting competitive business models, unconventional collaborations and solutions from all, in all over Europe, and contributing to the establishment of a true EU startup ecosystem, not based on a single city or region, but linking all of them together.The vision of an interconnected EU startup ecosystem has been largely developed through the combined efforts of European associations, complementing the scope of the actions of national or regional agencies in the different countries, which offers a first opportunity for a more global perspective on the different aspects of startup support.However, and in spite of several cooperation initiatives between these organisations, there is still a lack of integration between their action plans, which creates gaps in startup support at EU level. This proposal will address these gaps establishing a joint agenda to build an effective collaboration amongst key players of the innovation ecosystem, fostering a common action that will inovolve key stakeholders at regional, national and EU level, that play a role in the lifecycle of start-ups growth be through upskilling initiatives, R&I programmes and policies, capacity building, private investment or access to public funding.",2023-03-10 21:24:04,239567,10.3030/101070749
101102760,Kasuria GmbH,CLOSED,Development of Kasuria's code tech product- analytical engine,2023-07-01,2023-12-31,0,75000,HORIZON.3.2,HORIZON-EIE-2022-SCALEUP-02-02,2023-06-02,HORIZON,HORIZON-EIE-2022-SCALEUP-02,HORIZON-EIE-2022-SCALEUP-02,HORIZON-CSA,"""Kasuria applies data science to blockchain data with a purpose to provide its users (financial institutions/bank/ financial regulators) with clarity on how a specific Decentralized Finance applications generate profit and how risky they are. This data enables the customers to optimally align their own investments in cryptocurrencies and tokens as well as other """"DeFi"""" (Decentralized Finance) services. The actual data are quantitative investment metrics using performance and risk indicators that can be calculated retrospectively, i.e. from historical transactions on blockchains, using data analytics. Kasuria's customers need this data for their research and reporting purposes (e.g. for benchmarking or the securities prospectus according to local financial regulatory requirements- such as requested by BaFin in case of Germany) and in particular to be able to quantitatively under- or substantiate the asset selection as part of their own fund and investment strategy.""",2023-07-13 18:16:21,253961,10.3030/101102760
101071724,LEAP,CLOSED,Linksight ExplainAble Privacy enhancing technologies,2022-06-01,2023-02-28,0,75000,HORIZON.3.2,HORIZON-EIE-2021-SCALEUP-01-03,2022-05-24,HORIZON,HORIZON-EIE-2021-SCALEUP-01,HORIZON-EIE-2021-SCALEUP-01,HORIZON-CSA,"Linksight is on a mission to make secure data analytics easy and scalable. We enable our customers to create data driven insights out of distributed datasets, without sharing any sensitive data. How? Through the magic of advanced cryptography such as MPC and blockchain.We focus on healthcare. The EU healthcare system cannot maintain its affordability and accessibility unless new technologies and new ways of working are adopted, such as telemedicine and eHealth. We need a structured approach to validate which intervention works, and which does not. To get that answer, this requires data sharing between hospitals and insurers. How to bring all that data together while complying with the GDPR?Our platform solves this issue. We enable hospitals and health insurers to do analytics by themselves and keep control over their own data at all times. No need for third parties, no need for expensive academic data research.Our female CEO and co-founder Martine started the first exploration of our solution 4 years ago. We co-created a first product together with healthcare organisations, and were the first in NL to perform MPC on real patient data. Martines contribution lies in setting and expressing the long term vision and goals, and to providing structure: she makes sure things get done. In addition she uses her empathic skills, she has a keen eye for everyone’s needs and makes sure everybody is on board. This is especially important, as we enable groups of organizations to collaborate on data. With this grant we hope to take the next LEAP and achieve 3 things:1. Make content so we can explain the possibilities of secure data analytics to a variety of stakeholders: from doctors to lawyers to IT-people2. Improve the onboarding on our platform, so our clients can easily connect to each other and set up a secure data collaborations in just 3 clicks3. Improve Martine’s own leadership capabilities by learning from other female founders and be coaching and training.",2022-08-10 17:33:08,239588,10.3030/101071724
101071560,NanoStruct,CLOSED,Surface-enhanced Raman spectroscopy for the reliable analysis of solid-state surfaces,2022-07-01,2022-12-31,0,75000,HORIZON.3.2,HORIZON-EIE-2021-SCALEUP-01-03,2022-06-27,HORIZON,HORIZON-EIE-2021-SCALEUP-01,HORIZON-EIE-2021-SCALEUP-01,HORIZON-CSA,"In many industrial fields, the purity of materials is a key feature and the identification of impurities is crucial. For instance, a quicker detection and allocation of dangerous germs and a closer monitoring of smallest traces of environmental pollutants like nano-plastics lead to a higher safety. Likewise, in the production process of high purity devices like ultraprecise lenses or semiconducting devices contaminations can lead to a change in functionality and understanding its origin is decisive. Our technology offers a new reliability to a powerful method – so-called surface-enhanced Raman spectroscopy or “SERS”. Moreover, with our so-called “SERS-plasters” we enable the application of SERS on solid state surfaces which was up to now not possible, thus opening completely new industrial markets. Our technology is based on ultra-precise nanostructures that enhance the signals of the substances in question up to a billionfold. Our nanostructures consist of a novel material, and are fabricated by a scalable nanostructuring method, that was invented by us and tailored specifically to the material. The combination allows reproducible nanostructures and enables a new reliability in ultrasensitive detection. In the proposed project we will develop an extensive marketing strategy for our SERS-plasters and successfully bring our product to market. In addition, the coaching and mentoring program will sharpen the leadership skills of our CEO and female-founder, Dr. Henriette Maaß, and raise our awareness for gender inequalities in a deep-tech surrounding.",2022-08-18 15:36:26,239976,10.3030/101071560
101072302,AMA - AM meets AI,CLOSED,Accelerating the transition to innovative and sustainable manufacturing by an AI-based software simulation that achieves first-time right printing of lightweight and complex of aluminium alloy parts.,2022-06-01,2023-05-31,0,75000,HORIZON.3.2,HORIZON-EIE-2021-SCALEUP-01-03,2022-05-31,HORIZON,HORIZON-EIE-2021-SCALEUP-01,HORIZON-EIE-2021-SCALEUP-01,HORIZON-CSA,"Additive manufacturing holds important promises for sustainable engineering products and applications. Combining the capabilities of 3D printing in terms of bionic lightweight design with the lightweight nature of aluminium and its outstanding properties could lead to a revolution in the field of sustainable mobility. Despite the recent advances, 3D printing of aluminium alloys is a complex process that leads to many defects and a high scrap rate. This becomes a cost barrier to scale the technology especially in the sectors automotive and aerospace.   AMA proposes to develop a machine learning based toolpath with process parameters that are optimal to achieve a component defect free and first-time right. In the context of the project, we will provide science-based life cycle analysis of the indirect impact of our technology in enabling competitive sustainable solutions to scale by reducing the cost barrier and also compare the parts before and after using our AI technology in cost, quality and environmental impact criteria.  The technical objective will be achieved by designing a testbed demonstrator. For this, a specific Aluminium alloy (ALF357) and a representative geometry from the automotive industry will be selected. The AI process simulation algorithm will be trained with increasing geometry complexity. Once demonstrated the accuracy, the model will be used to achieve first-time right printing and avoid the traditional costly trial and errors.   The success of the use case will provide 1000Kelvin with a unique demonstrator, showing the capability of our AI based APIs to solve some of the complex process challenges of the AM industry. This will help position our business as a leader technology provider and enhance our growth perspective to promote the role of women in leading tech start-ups and open the way for a more inclusive 3D printing ecosystem.",2022-08-12 15:08:37,239625,10.3030/101072302
101071659,uBeat,CLOSED,Mimic human complexity in a Beat to revolutionize the drug development,2022-06-01,2022-11-30,0,75000,HORIZON.3.2,HORIZON-EIE-2021-SCALEUP-01-03,2022-05-16,HORIZON,HORIZON-EIE-2021-SCALEUP-01,HORIZON-EIE-2021-SCALEUP-01,HORIZON-CSA,"BiomimX Beating organs-on-chips (OoC) are in vitro miniaturized and living replica of human organs and diseases,building upon cutting-edge technologies and human cells. Beating OoC provide a faithful replication of native humanphysiology integrating miniaturized 3D cell culture techniques, mechanical stimulation (uBeat®) and electrical recordingcapabilities (uSense). BiomimX’s proprietary key technology (uBeat®) supports 3D human cell cultures and integrates acontrolled and tunable mechanical stimulation system. uBeat® leads to the generation of mature and functional miniaturizedreplication of human organs adequate to test compounds toxicity/functionality in a high-throughput fashion. Integration ofuSense allows real-time evaluation of clinically relevant parameters from the established beating models. BiomimX’sBeating OoC represent a safer, more efficient and faster alternative to poorly predictable preclinical models to date available inthe drug discovery pipeline (DDP). BiomimX already demonstrated the validity of its Beating OoC models in two critical fields ofthe drug discovery pipeline: uHeart (human beating heart-on-chip) has been applied as early predictor of drug functionalcardiotoxicity, uKnee (first in vitro model of human OA) has shown its predictive potential for the discovery of new targets foran unmet pathology.Also thanks to the contribution of Women TechEU programme, BiomimX aims at demonstrating the unprecedented potential of its disruptive innovation in reshaping the market of drug development, by i) boosting technological aspects (i.e. through an intensive industrialization process of BiomimX patented technologies) and ii) proving the versatility of its innovation and its capacity to adapt to a manifold of indications and market spaces. In line with the 3R principle, BiomimX final vision is to reduce and eventually replace animal experimentations within the next 15 years.",2022-08-10 17:31:39,239575,10.3030/101071659
101113978,Heatrix,CLOSED,A renewable Power-to-Heat technology to decarbonize heavy industry,2023-07-01,2023-12-31,0,75000,HORIZON.3.2,HORIZON-EIE-2022-SCALEUP-02-02,2023-06-05,HORIZON,HORIZON-EIE-2022-SCALEUP-02,HORIZON-EIE-2022-SCALEUP-02,HORIZON-CSA,"Heatrix is a young deep-tech climate startup based in Bremen, Germany. Our mission is to competitively replace fossil fuels in energy-intensive industries by converting renewable electricity into storable, process heat up to 1500°C. The Heatrix system combines an innovative high-temperature electric heater, utilizing off-grid solar or wind electricity, with a thermal energy storage to provide continuous high-temperature process heat with zero emissions. Our modular approach, where heater and storage are fitted into standardized container systems, enables rapid deployment and easy integration into existing plants with minimal retrofitting requirements. We combine cutting-edge scientific findings with mature technologies and equipment to benefit from economies of scale. Customers can implement Heatrix in a phased approach in line with market demand for green products and the availability of renewable electricity.Given the complexities of our technology and the challenges to build a successful startup supporting programmes such as the Woman TechEU are invaluable. The grant will allow us to build more confidence towards our technology for future customers. We plan to use the grant to attract industry partners and strengthen our relationships by collaborating on first feasibility studies to evaluate integration possibilities of the Heatrix system in existing processes. Moreover, the support of experienced mentors and coaches will help us to sharpen our business plan, secure initial customers as well as build and grow high-performance teams. Gender equality is a matter of course to us and especially for me, female CEO and founder of Heatrix, a heartfelt wish. I am eager to get in touch and learn from successful female role-models to strengthen my team-building capacities and leadership skills.",2023-06-28 15:24:14,251013,10.3030/101113978
101113993,GreenH2Wave,CLOSED,Producing Green Hydrogen Using Power of Ocean Waves,2023-08-01,2024-07-31,0,75000,HORIZON.3.2,HORIZON-EIE-2022-SCALEUP-02-02,2023-05-31,HORIZON,HORIZON-EIE-2022-SCALEUP-02,HORIZON-EIE-2022-SCALEUP-02,HORIZON-CSA,"The main objective of this project proposal is to boost the Technology Readiness Level (TRL) of the novel Concept of Floating Dual Chamber Oscillating Water Column (FOWC) device. FOWC is a kind of Wave Energy Converter (WEC) system that captures energy of waves and converts it into electricity. The generated electricity is used to produce green Hydrogen from the sea water. The produced Hydrogen is stored inside the internal tanks of the device to be used as the “clean fuel” by the next generation of ships. The idea of this system is the outcome of more than a decade of R&D activities carried out in a prestigious European University to make the WEC devices an economically viable solution to produce clean energy. This innovative solution is the “first and only” WEC in the market that can act like a “floating fuel station” for ocean going ships to reliably produce their clean fuel demand in the middle of oceans with affordable cost. Hence, this technology could play a prominent role in the supply chain of the decarbonizing marine transportation sector that destructively produces 3% carbon emissions in the World. At the moment, this technology has the maturation level of TRL 3. It is planned to perform a further optimization process on the conceptual design of this technology under the scope of this project proposal which allows concluding TRL 3 stage of development. Complementary laboratory tests will be carried out on the optimized model and the new Intellectual property (IP) will be submitted concerning the optimized design. The other main objective of this project proposal is to enhance coordination and marketing skills as well as extending the network of the CEO & Co-Founder of the company and her team according to the unique environment, coaching programme and tailored training session opportunities provided for European Women leaders under the scope of Women TechEU Programme.",2023-07-11 15:44:11,253024,10.3030/101113993
101114173,CO2REMOVAL,CLOSED,INTEGRATED CARBON DIOXIDE REMOVAL AND VALORIZATION,2023-06-01,2024-05-31,0,75000,HORIZON.3.2,HORIZON-EIE-2022-SCALEUP-02-02,2023-05-31,HORIZON,HORIZON-EIE-2022-SCALEUP-02,HORIZON-EIE-2022-SCALEUP-02,HORIZON-CSA,"The world needs outstanding technology and innovative scientific breakthroughs to reach the goal of extracting ca. ten gigatons of carbon dioxide from the atmosphere each year by 2050. Direct air capture (DAC) technology is suitable for offsetting previously over-looked emissions. One cannot overestimate the potential impact of a functional CO2 DAC technology – not only can it help solve environmental problems, but DAC technology can also empower the industry to utilize the captured CO2. The industrial conversion of CO2 into value-added products will cause a slow but steady switch from fossil fuels, turning CO2 from our worst enemy to our best friend. Within the frames of this project, RedoxNRG will develop new electrosorbent materials for the direct air electrocapture of CO2. To advance DAC technology, we suggest augmenting electrocapture with a new class of redox-active and electrically conductive metal-organic materials (ecoMOMs).",2023-07-11 15:44:19,253011,10.3030/101114173
101114321,SmartRespDx,CLOSED,Development of a scalable respiratory diagnostic platform,2023-07-01,2024-04-30,0,75000,HORIZON.3.2,HORIZON-EIE-2022-SCALEUP-02-02,2023-06-01,HORIZON,HORIZON-EIE-2022-SCALEUP-02,HORIZON-EIE-2022-SCALEUP-02,HORIZON-CSA,"Chronic respiratory diseases affect 10% of people and are the third cause of death worldwide. They cause significant disability and social exclusion. A key problem is the large under and misdiagnosis of such diseases. Late diagnosis of the diseases leads to lack of treatment and a rapid decline of the disease causing severe exacerbation, frequent hospitalization and high mortality with huge costs to the healthcare systems.Through design thinking and lean methodology we discovered a market opportunity. The current tools in primary care are not suited for non-specialists to tackle lung disease diagnosis. They require difficult breathing procedures from the patients, leading to inaccurate tests and incorrect diagnosis. It also creates mistrust in the technologies leading to underdiagnosis through lack of testing.Our solution is a quick, easy and accurate tool that doesn't require patient effort. It can be used in any clinical setting, but is particularly suited for non-specialists in primary care for disease diagnosis and monitoring. The output is trained on the lung experts' decisions, providing a diagnostic support tool for quick and effective decision-making where it is needed most. Early diagnosis and follow-up allows clinicians to intervene and educate the patient when treatment can still have a positive effect on their lung function and reduces the huge burden to the healthcare system due to avoidance of the severe stages of the disease, saving an estimated 5 BN € in the EU from hospitalizations alone.The WomenTechEU program provides the unique opportunity to test our technology in the clinical setting to reach a TRL5/6 from current TRL4 and protect our intellectual property. It also means we can strengthen our gender and diversity hiring processes and develop our leadership skills. The project achieves a major milestone and creates the required evidence to add significant value to our company and attract private seed investment to move us closer to market.",2023-07-11 15:43:33,253003,10.3030/101114321
